Symbol,Name,Status
WTPNU,Western Plains Energy LLC Unit Class B,inactive
ATONF,Anton Oilfield Services Group Ordinary shares (Cayman Islands),inactive
TYCLF,TOKYU CONSTR CO LTD Ordinary Shares (Japan),inactive
BGAOF,Proximus SA DE Droit PUB Ordinary Shares,inactive
LHARF,DEUTSCHE LUFTHANSA AG Rights Exp 10/05/2021 (Germany),inactive
PPHI,POSITIVE PHYSICIANS HLDGS INC Common Stock,inactive
CRNY,"China Renyuan International, Inc. Common Stock",inactive
VLBOF,VILLEROY & BOCH AG PREF SHS VTG RTS (Germany),inactive
KRIDF,Kesoram Industries Ltd GDR (India),inactive
TGVSF,Tryg A/S Ordinary Shares,inactive
FSBB,Fsb Bancorporation Common Stock,inactive
MNBEY,Minebea Mitsumi Inc American Depositary Receipts - Sponsored,inactive
CHRRF,"Chorus Aviation, Inc. Ordinary Shares Vtg & Variable Vtg (Canada)",inactive
PRKI,Perk Intl Inc Common Stock,inactive
ERGN,Ergo Science Corporation Common Stock,inactive
GRTYA,Guarnty Corporation Class A,inactive
HRNTF,HRNETGROUP LTD SHS (Singapore),inactive
AZNCF,Astrazeneca Plc Ordinary Shares (UK),inactive
CIAFF,"Champion Iron, Ltd. Ordinary Shares (Australia)",inactive
SOLGY,Solocal Group American Depositary Receipts - Unsponsored (France),inactive
CRNIF,Citrine Holdings Ltd Ordinary Shares (Canada),inactive
TPWRF,MANAWA ENERGY LTD Ordinary Shares,inactive
CBTC,XTRA Bitcoin Inc. Common Stock,inactive
PMSO,Primal Solutions Inc New Common Stock,inactive
SMEV,Simulated Environment Concepts Inc Common Stock,inactive
PRCK,Placer Creek Mining Co Common Stock,inactive
UCLE,US NUCLEAR CORP  Common Stock,inactive
JGCCY,JGC Holdings Corporation American Depositary Receipts - Unsponsored,inactive
MCESF,Macro Enterprises Inc. Com (Canada),inactive
NXMH,NEXT MEATS HLDGS INC Common Stock,inactive
UVSTF,Universal Star Holdings Ltd. Ordinary Shares (Cayman Islands),inactive
SOHL,Southern Trust Securities Holding Corp. Common Stock,inactive
WDBQA,WESTERN DUBUQUE BIODIESEL CL A,inactive
ADBMF,AUDIOBOOM GROUP PLC ORD NPV (Jersey),inactive
CRTHF,CARSGEN THERAPEUTICS HLDGS LTD USD ORD SHS (Cayman Islands),inactive
CTTMF,Catena Media PLC Ordinary Shares (Malta),inactive
ANVV,Anvia Hldgs Corp Common Stock,inactive
AGFMF,A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares,inactive
SNYL,"Sunnylife Global, Inc. New Common Stock",inactive
YNNHF,Yihai Intl Hldg Ltd Ordinary Shares (Cayman Islands),inactive
TAIGF,THAI OPTICAL GROUP PUBLIC CO LTD NVDR SHARES (Thailand),inactive
DRHNF,Dr.Hoenle Ag Planegg SHS (Germany),inactive
OXBDF,Oxford Biomedical PLC Ordinary Shares,inactive
AGATF,Deutsche Bank Agriculture Double Short ETN due 4/1/2038,inactive
DNEMF,"DUNELM GROUP PLC, LEICESTER Ordinary Shares (United Kingdom)",inactive
ISACF,ISHARES III PLC ACCUM SHS Exchange Traded Fund  Ireland(IE ),inactive
ALGEF,"ALLIGATOR ENERGY LTD, SPRINGHILL  Ordinary Shares",inactive
PHMB,"PharmaCom BioVet, Inc. Common Stock",inactive
SKPI,"Sky Petroleum, Inc. Common Stock",inactive
RNHEF,China Dili Group  Ordinary Shares,inactive
CUAEF,China Shenhua Energy Company Ltd Shares -H- (China),inactive
PUDA,"Puda Coal, Inc. New Common Stock",inactive
NTFY,Notify Technology Corporation Common Stock,inactive
OXFCF,Velocys PLC Ordinary Shares (United Kingdom),inactive
FBSI,FIRST BANCSHARES INC MO COM,inactive
ECGFF,ECOGRAF LTD Ordinary Shares,inactive
VSQTF,Victory Square Technologies Inc Ordinary Shares,inactive
RTGN,RETINALGENIX TECHNOLOGIES INC COM,inactive
CBFC,Cnb Financial Services Inc Common Stock,inactive
TMRR,Temir Corp Common Stock,inactive
MBUMY,Mabuchi Motor Co Ltd Unsponsored American Depository Receipt (Japan),inactive
VCVVF,VATIC VENTURES CORP COM NO PAR (Canada),inactive
ANFIF,Amira Nature Foods Ltd Ordinary Shares,inactive
PLSAY,POLESTAR AUTOMOTIVE HLDG UK PLC ADS CL C-2 American Depositary Receipts - Sponsored,inactive
IHOLF,Imperial Logistics Ltd. Ordinary Shares (South Africa),inactive
PSFT,Powersafe Technology Corp. New Common Stock,inactive
MAXQF,MARITIME LAUNCH SVCS INC COM (Canada),inactive
VMNGF,Vanstar Mining Resources (Canada),inactive
RWCRF,RIWI Corp. Ordinary Shares (Canada),inactive
LDEDS,LANDA APP LLC MEMBERSHIP INT SER - 8645 EMBREY DRIVE Shares of Beneficial Interest,inactive
SJUSF,SAN JU SAN FINL GROUP INC COM STK (Japan),inactive
NORZF,Norzinc Ltd Ordinary Shares,inactive
IHRTB,IHEARTMEDIA INC CL B Common Stock,inactive
BRVO,Bravo Multinational Incorporated Common Stock,inactive
APTTF,Asian Pay Television Tr Units (Singapore),inactive
BMJJF,BMO Junior Gold Index ETF Common Shares,inactive
EMPHF,EMPATHO HLDGS INC CL A (Canada),inactive
CTXAY,AMPOL LTD American Depositary Receipts - Unsponsored (Australia),inactive
RUNI,Reunion Industries Inc. Common Stock,inactive
AJSCF,AJISEN (CHINA) HOLDINGS LIMITED SHS (Cayman Islands),inactive
NTSLU,Northstar Ethanol LLC Cap Unit Class A,inactive
CVAS,"Creative Vistas, Inc. Common Stock",inactive
TNTLF,TANTALUS SYS HLDGS INC Common Shares,inactive
IOOFF,Insignia Financial Ltd Ordinary Shares,inactive
QOWI,Quality One Wireless Inc,inactive
IDTA,Identa Corp Common Stock,inactive
BWSTF,BRISTOL & WEST PLC 8.125 % NON -CUM NON -RED PREF SHS Preference Shares,inactive
IICN,"China Intelligence Information Systems, Inc. Common Stock",inactive
MCBK,"Madison County Financial, Inc. Common Stock",inactive
TCEC,TransCoastal Corporation Common Stock,inactive
SONR,Sonar Radio Corp Common Stock,inactive
ZIVZF,Credit Suisse AG Nassau Brh VelocityShares Daily Inverse VIX Lkd to S&P 500 Medium Term ETN,inactive
FREVS,FIRST REAL ESTATE INVT TR N J INC SH BEN INT,inactive
SKLMF,SKELLERUP HLDGS LTD Ordinary Shares,inactive
MSBC,"Mission Bancorp  (Bakersfield, CA) Common Stock",inactive
LVDW,LiquidValue Development Inc. Common Stock,inactive
PNYTF,Poynt Corp. Ordinary Shares (Canada),inactive
CSGYY,Cosmo Energy Hldgs Co Ltd American Depositary Receipts - Unsponsored (Japan),inactive
PSZKF,Powszechna Kasa Oszczednosci Bank Polski SA Ordinary Shares (Poland),inactive
OEGFF,Onenergy Inc Common Shares (Canada),inactive
GHAV,"Grand Havana, Inc. Common Stock",inactive
RSFFS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 1997 PLAYSTATION1 FINAL (FANTASY VII VIDEO GAME) Shares of Beneficial Interest,inactive
VIVYS,RSE ARCHIVE LLC MEMEBERSHIP INT SER - 85ERVING 1985 JULIUS ERVING JERSEY,inactive
GBNW,Global Energy Networks Corp. Common Stock,inactive
SNCJF,SNT CORP FORMERLY SHIN NIPPON DROP FORGING CO LTD Ordinary SHS (Japan),inactive
SCNG,SC Holdings Corporation Common Stock,inactive
DGUPF,Dialog Group Bhd Ordinary Shares (Malaysia),inactive
SRRE,"Sunrise Real Estate Group, Inc. Common Stock",inactive
PGENY,Pigeon Corporation Unsponsored American Depository Receipt (Japan),inactive
CFMOF,COFINIMMO SICAFI SA Ordinary Shares (Belgium),inactive
MOLFF,MOL MAGYAR OLAJ ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG Ordinary Shares (Hungary),inactive
ALIZF,Allianz Ag Muenchen Namen-Akt Vinkuliert Shares (Germany),inactive
LSHWS,LANDA APP LLC MEMBERSHIP INT SER - 8641 ASHLEY WAY Shares of Beneficial Interest,inactive
CMHHY,China Merchants Port Holdings Company Limited American Depositary Receipts - Unsponsored,inactive
GLBD,Global Seed Corp Common Stock,inactive
HMSVY,Homeserve PLC Unsponsored American Depository Receipt (United Kingdom),inactive
AATV,"Adaptive Ad Systems, Inc. NEW Common Stock",inactive
OTTSS,Otis Gallery LLC Membership Interest Series Drop 005,inactive
CSRVF,CROSS RIV VENTURES CORP COM (Canada),inactive
EGTIF,"Eguarantee Inc, SHS (Japan)",inactive
INGVF,"ING Group, N.V. Other",inactive
WMNNF,ASTON MINERALS LTD Ordinary Shares,inactive
MPTYY,"MERLIN PROPERTIES, SOCIMI, S.A. Unsponsored ADR (Spain)",inactive
REAOS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 2009 APPLE PROTOTYPE IPAD,inactive
NEOM,"NeoMedia Technologies, Inc.  Common Stock",inactive
KBDCF,Kingboard Chemical Holdings Ltd Ordinary Shares (Cayman Islands),inactive
HIGR,Hi-Great Group Holding Company Common Stock,inactive
ARHAS,RSE ARCHIVE LLC MEMBERSHIP INT SER - FAUBOURG2 HERMES BLUE FAUBOURG BIRKIN,inactive
EVTP,"EV Transportation, Inc. Common Stock",inactive
ARHXS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 40 YR OLD MACALLAN WHISKY,inactive
SWZNF,Schweizerische Nationalbank SNB Reg Sh,inactive
TYPMF,TYRO PMTS LTD ORDINARY FULLY PAID (Australia),inactive
AGXPF,SILVER X MNG CORP Common Shares,inactive
SURDF,Sumitomo Realty & Development Co Ltd Ordinary Shares (Japan),inactive
RVRKF,RAVEN ROCK STRATEGIC INCOME FD Unit (Canada),inactive
PEBN,Pacific Enterprise Bancorp Irvine California Common Stock,inactive
NNLX,"NanoLogix, Inc. Common Stock",inactive
ITRX,inTerra Resources Corp. Common Stock,inactive
CHWXF,China Water Industry Group Ltd Ordinary Shares NEW (Cayman Islands),inactive
KDGTF,KINDSTAR GLOBALGENE TECHNOLOGY INC Ordinary Shares,inactive
CSOHF,Clas Ohlson AB B Shares (Sweden),inactive
KSUEF,KANEMATSU ELECTRONICS LTD SHS (Japan),inactive
TRAUF,Transurban Group Stapled Security (Australia),inactive
THOPF,THAI OIL PUBLIC CO LTD NVDR SHARES (Thailand),inactive
AMRCF,AM Resources Corp. Common Shares Canada (CA),inactive
BLSP,Blue Sphere Corp. Common Stock,inactive
BHAC,FOCUS IMPACT BH3 ACQUISITION CO Class A Common Stock,inactive
MPIN,Message Processing Intl Inc Common Stock,inactive
TKCGF,THINK CHILDCARE GROUP Ordinary Shares  Australia(AU ),inactive
SHLOQ,"Shiloh Industries, Inc. Common Stock",inactive
OEZVF,Verbund AG Ordinary Shares (Austria),inactive
NUSPQ,New Source Energy Partners L.P. 11.00% Series A Cumulative Convertible Preferred Units,inactive
AMKYF,"ABC-MART INC, TOKYO SHS (Japan)",inactive
AXGC,Axis Energy Corporation Common Stock,inactive
ACAZF,ACADIAN TIMBER CORP COM (Canada),inactive
ALMC,Alimco Financial Corporation Common Stock,inactive
CITAY,Cosco Shipping Development Co Ltd American Depositary Receipts - Unsponsored,inactive
PRDSF,Prada Spa Ordinary Shares (Italy),inactive
VOPKY,Koninklijke Vopak NV Rotterdam Unsponsored ADR (Netherlands),inactive
EFNCF,Legal & Gen UCITS ETF PLC Ordinary Shares,inactive
TBVPF,Thai Beverage Public Co Ltd Ordinary Shares (Thailand),inactive
MKCOF,Makoto Construction Co Ltd. Ordinary Shares   (Japan),inactive
RCLTS,RSE COLLECTION LLC 1982 LAWRENCE TAYLOR ROOKIE CARD Shares of Beneficial Interest,inactive
OPMC,OptimumCare Corporation Common Stock,inactive
NGCRY,Nagacorp Ltd Unsponsored ADR (Cayman Islands),inactive
MCTZF,Mcot Public Co Ltd Units Non-Voting Depository Receipts (Thailand),inactive
NURPF,Neuren Pharmaceuticals Ltd Ordinary Shares (New Zealand),inactive
FDCHF,Funding Circle Hldgs Ltd Ordinary Shares  (United Kingdom),inactive
AGVNF,Argo Investments Ltd Ordinary Shares,inactive
CNLPM,Connecticut Light & Power Company $2.06 Series E Preferred Stock,inactive
CYPXF,"EQ, Inc.  Ordinary Shares (Canada)",inactive
IINDF,INTEGRA INDOCABINET TBK PT Ordinary Shares (Indonesia),inactive
YGYI,"Youngevity International, Inc. Common Stock",inactive
NVNXF,NOVONIX LTD Ordinary Shares Australia(AU ),inactive
RCLFF,RCL FOODS LTD Ordinary Shares South Africa(ZA ),inactive
TLLYF,Trilogy Intl Partners Inc Ordinary Shares (Canada),inactive
OGFGF,Origin Energy Ltd Ordinary Shares (Australia),inactive
CLTFF,CELTIC PLC SHS (United Kingdom),inactive
VIVXF,"Avivagen, Inc. Common Shares",inactive
ROQAF,ROQUEFORT THERAPEUTICS PLC ORD GBP0.01 (United Kingdom),inactive
ADBN,"Americana Distribution, Inc. Common Stock",inactive
VGRDF,VANGUARD FUNDS PLC FTSE DEV EUROPE EX UK UCITS ETF EURO (Ireland),inactive
IMTH,"Innovative MedTech, Inc. Common Stock",inactive
PXMFF,Philex Mining Corp Ordinary Shares (Phillippines),inactive
ODDAF,Odd Burger Corporation  Common Stock,inactive
CYSNF,C-COM SATELLITE SYS INC COM (Canada),inactive
INCPY,Inchcape Plc Ord American Depositary Receipts - Sponsored,inactive
NWSGY,NWS Holdings Limited Sponsored ADR (Bermuda),inactive
PXXLF,Poxel SA Ordinary Shares (France),inactive
HNNMY,Hennes & Mauritz AB Unsponsored ADR (Sweden),inactive
PTLKF,PT Lippo Karawaci TBK Ordinary Shares (Indonesia),inactive
AMIVF,Atrium Mtg Invt Corp Common Shares (Canada),inactive
HYFXF,Hyflux Ltd Ordinary Shares,inactive
CGMLF,Chalice Mining Ltd. Ordinary Shares,inactive
RIOXF,RION CO LTD Ordinary Shares,inactive
CTBO,Cantabio Pharmaceuticals Inc. Common Stock,inactive
FLGZY,Flughafen Zuerich AG Unsponsored ADR (Switzerland),inactive
TMSH,"TransGlobal Assets, Inc. Common Stock",inactive
AAPI,"Apple iSports Group, Inc. Common Stock",inactive
FLXQF,FLEXQUBE AB SHARE AK Ordinary Shares,inactive
ZUMRF,ZoomerMedia Limited  Ordinary Shares,inactive
MARUF,Marubeni Corp Ord Ordinary Shares,inactive
BHHOF,Boohoo Com PLC Ordinary Shares (Jersey),inactive
LKCRU,Lake Area Corn Processors LLC Unit Ltd Liability Co,inactive
RAGHS,RSE ARCHIVE LLC MEMBERSHIP INT SER -AGHOWL HOWL & OTHER POEMS,inactive
BINFF,Brookfield Infrastructure Partners LP Unit Class A Series 7 (Bermuda),inactive
PRCRF,PROCURRI CORP LTD Ordinary Shares,inactive
THKLF,T H K Co Ltd Ordinary Shares,inactive
PREKF,Prairiesky Royalty Ltd. Ordinary Shares (Canada),inactive
ELXMF,NOVA EYE MED LTD Ordinary Shares,inactive
FINN,"First National of Nebraska, Inc. Common Stock",inactive
ISHQF,Ishares High Quality Cd Bd Index Etf Unit,inactive
ZEON,Zeons Corporation. Common Stock,inactive
DFNNF,DFNN Inc Ordinary Shares (Philippines),inactive
GSREF,GREENSTONE RES LTD ORDINARY FULLY PAID (Australia),inactive
FSPM,"Fusion Pharm, Inc. Common Stock",inactive
SRGE,Southridge Enterprises Inc. Common Stock,inactive
PLQC,PLAINS ACQUISITION CORP Common Stock,inactive
BZLYF,Beazley PLC Ordinary Shares (United Kingdom),inactive
OSTKO,Overstock.Com Inc Preferred Digital Voting Series A-1,inactive
CCGDF,China Cinda Asset Management Co Ltd Ordinary Shares (China),inactive
IKMA,"IntelaKare Marketing, Inc. Common Stock",inactive
MAXFF,Max Stock Ltd Ordinary Shares (Israel),inactive
KYOIF,"KYOEI STEEL LTD, OSAKA SHS (Japan)",inactive
SHZNY,Shenzhen Expressway Corporation Limited American Depositary Receipts - Unsponsored,inactive
ECSTF,Wisdomtree Commodity Sec Ltd Copper Exchange Traded Fund,inactive
WDOFF,Wesdome Gold Mines Ltd Ordinary Shares (Canada),inactive
WIRX,Wireless Xcessories Group Inc Common Stock,inactive
PNXP,Pineapple Express Cannabis Company Common Stock,inactive
SYNJ,"Day Tradexchange, Inc. Common Stock",inactive
IWAL,IWALLET CORP COM,inactive
SMGRF,"SUMMERSET GROUP HOLDINGS LTD, WELLINGTON SHS (New Zealand)",inactive
BPCGF,Banco Comercial Portugues Sa Ordinary Shares,inactive
JANL,JANEL CORP Common Stock,inactive
AILLM,Ameren Illinois Company 4.92% Preferred Stock,inactive
FREDQ,"Fred's, Inc. Common Stock",inactive
SGNLF,SIGNAL GOLD INC Common Shares,inactive
QMEI,QUANTUM METAL EXCHANGE INC Common Stock,inactive
SNLKF,Sinolink Worldwide Hldgs Ordinary Shares,inactive
BKOFF,BROOKFIELD OFFICE PPTYS INC PREF SHS SER II CL AAA (Canada),inactive
ARUXF,Acrux Ltd Ordinary Shares (Australia),inactive
LZNN,Lazuriton Nano Biotechnology USA Inc Common Stock,inactive
DNVB,Denver Bankshares Inc Common Stock,inactive
OTSQS,OTIS GALLERY LLC MEMBERSHIP INT SER - GALLERY DROP 093,inactive
BFMOF,Befimmo SA Ordinary Shares (Belgium),inactive
RCFGS,RSE COLLECTION LLC MUTANT APE YACHT CLUB 857 NFT,inactive
KLGG,"Klegg Electronics, Inc. Common Stock",inactive
RFLFY,Raffles Education Limited American Depositary Receipts - Unsponsored,inactive
GMYTF,"GMO Payment Gateway, Inc. Ordinary Shares (Japan)",inactive
FRRVF,Ferrovial SA Ordinary Shares (Spain),inactive
PGPM,Pilgrim Petroleum Corporation Common Stock,inactive
MJIEF,MIYAJI ENGINEERING GROUP INC TOKYO SHS (Japan),inactive
QGLHF,Qingling Motors Co Ltd H Shs Ordinary Shares,inactive
CLNFF,Calian Group Ltd Ordinary Shares,inactive
KYORF,Kyoritsu Air Tech Inc,inactive
SGTSY,Singulus Technologies Ag Ord American Depositary Receipts - Unsponsored,inactive
DNKLY,Danakali Ltd. American Depositary Receipts - Sponsored,inactive
CRKZY,PJSC Cherkizovo Group Global Depositary Receipts - Unsponsored,inactive
ECPN,"El Capitan Precious Metals, Inc. Common Stock",inactive
SBMCF,Silver Bullet Mines Corp. Common Stock (Canada),inactive
ACKDF,Auckland International Airport Ltd Ordinary Shares (New Zealand),inactive
BKFCF,Bank of Communications Co Ltd Ordinary Shares (China),inactive
RWFRF,"Renewables Infrastructure Group, Ltd. Ordinary Red. Shares GBP",inactive
MARZF,Marston's PLC Ordinary Shares (United Kingdom),inactive
IIXFF,ISHARES III PLC Global Govt Bond UCITS Exchange Traded Fund USD ACC (Ireland),inactive
TOEAF,Toei Animation Co Ltd Ordinary Shares (Japan),inactive
RGLSF,"Regulus Resources, Inc New Ordinary Shares",inactive
IZOZF,Izotropic Corporation Common Shares (Canada),inactive
PSKOF,ORLEN SA  Ordinary Shares,inactive
KELRF,KEISEI ELECTRIC RAILWAY CO LTD COM STK (Japan),inactive
MNARF,Morguard North American Residential Real Estate Investment Trust Tr Unit (Canada),inactive
DAUGF,Desert Gold Ventures Inc Common Shares,inactive
DSKYF,Daiichi Sankyo Co Ltd Ordinary Shares (Japan),inactive
SXLBF,SSGA SPDR ETFS EUROPE II S&P US MATERIALS SEL SEC USD PLC Exchange Traded Fund (Ireland),inactive
VMTF,"VMT Scientific, Inc. Common Stock",inactive
BEOB,BEO Bancorp (OR) Common Stock,inactive
WLWHY,Woolworths Holdings Ltd Sponsored GDR New (South Africa),inactive
SZDEF,Dongjiang Environmental Co Ltd Shares H,inactive
MRRTY,Marfrig Global Foods SA Sponsored ADR (Brazil),inactive
APWL,"Advanced Powerline Technologies, Inc. Common Stock",inactive
AKOM,Aerkomm Inc. Common Stock,inactive
RCMGF,RUICHENG CHINA MEDIA GROUP LTD Ordinary Shares,inactive
GRSLF,GR SILVER MNG LTD Common Shares,inactive
DWOG,"Deep Well Oil and Gas, Inc. Common Stock",inactive
SDRC,Sidney Resources Corporation,inactive
JNSH,JNS Holdings Corporation Common Stock,inactive
ITTSF,INVESCO MKTS PLC INVESCO TECHNOLOGY S&P US SELECT SECTOR UCITS ETF ACC Exchange Traded Fund,inactive
HYDI,"Hydromer, Inc. Common Stock",inactive
PLJJF,Plejd Ab Ordinary Shares (Sweden),inactive
LWCTF,"LCTI Low Carbon Technologies, Inc. Shs (Canada)",inactive
PCRBF,Pricer AB Ordinary Shares,inactive
FMCCH,Federal Home Loan Mortgage Corporation Preferred Stock,inactive
LNXW,Lenox Wealth Management Inc. Common Stock,inactive
GSEFF,Convivio Ordinary Shares,inactive
PREDQ,PREDICTIVE TECHNOLOGY GROUP INC Com,inactive
BRBMF,Big Rock Brewery Inc. Ordinary Shares (Canada),inactive
PEYTF,Parallel Energy TR Common Shares (Canada),inactive
FMBRY,Famous Brands Ltd Unsponsored ADR (South Africa),inactive
FEEXF,"Ferrexpo plc, London Ordinary Shares (United Kingdom)",inactive
MATYF,MATSUYA FOODS CO LTD Ordinary Shares,inactive
BRTE,"Brightec, Inc. Common Stock",inactive
VLXC,Veltex Corporation New Common Stock,inactive
CGUD,"Com-Guard.com, Inc. Common Stock",inactive
PAYD,"Paid, Inc. Common Stock",inactive
IGOI,"iGo, Inc Common Stock",inactive
XMSCF,XTRACKERS SHS XTRACKERS MSCI W SWAP UCITS ETF 1C (Luxembourg),inactive
FCCT,First Community Corporation (TN) Common Stock,inactive
MDCE,Medical Care Technologies Inc. Common Stock,inactive
LZDLF,LUZ DEL SUR SA SHS -COMUN - (Peru),inactive
VIPV,VIPR Corp. NEW Common Stock,inactive
UMHL,Umatrin Holding Limited Common Stock,inactive
BLSFY,Bluescope Steel Ltd Unsponsored ADR (Australia),inactive
PFNO,ParaFin Corporation Common Stock,inactive
ADPXY,Audio Pixels Holdings Ltd Sponsored ADR (Australia),inactive
NMTAY,Neometals Ltd. American Depositary Receipts - Sponsored,inactive
LTGJ,"Xiamen Lutong International Travel Agency Co., Ltd. Common Stock",inactive
SLCJF,SLC AGRICOLA SA SHS (Brazil),inactive
GXYEF,Galaxy Entertainment Group Limited Ordinary Shares (Hong Kong),inactive
SGBI,"Sangui Biotech International, Inc. Common Stock",inactive
BLKXF,ISHARES IV PLC MSCI USA ESG SCREENED UCITS ETF USD ACC (Ireland),inactive
SWDAF,Software AG Ordinary Shares,inactive
TSMRF,Tsumura & Co Ordinary Shares,inactive
PMMFF,PREMIUM GROUP CO LTD Common Shares (Japan),inactive
SEHLF,Solargiga Energy Holdings Ltd. Ordinary Shares (Cayman Islands),inactive
BMGP,Biomagnetics Diagnostics Corporation Common Stock,inactive
OLNK,OneLink Corporation Common Stock,inactive
CKMTF,Carmat Ordinary Shares (France),inactive
FRFAF,FRESH FACTORY B C LTD SUB VTG SHS Common Shares,inactive
RZSMF,Rizzoli Corriere della Sera Mediagroup Spa Ordinary Shares (Italy),inactive
CCRRF,Green River Gold Corp. Common Shares (Canada),inactive
CDNUF,CANADIAN UTILS LTD CUM REDEEMABLE 2ND SER AA PFD Preferred Stock,inactive
EURMF,EUROPCAR MOBILITY GROUPE (France),inactive
GIGNF,GENTING SINGAPORE LTD Ordinary Shares,inactive
EEDSF,ISHARES IV PLC ISHARES MSCI USA ESG ENHANCED UCITS ETF USD DIST (Ireland),inactive
LDDAF,LIDA RES INC Common Stock,inactive
AMJT,AMJ Global Technology Common Stock,inactive
630ESC010,ESC  NANOSTRING TECHNOLOGIES INC   ,inactive
CEYFF,PARENT CAP CORP COM (Canada),inactive
RYOOF,Rio Silver Inc Common Shares (Canada),inactive
